URN:NBN:no-nb_digavis_askoyvaeringen_null_null_19940118_17_5_1
URN:NBN:no-nb_digavis_dagogtid_null_null_20081117_47_46_1
URN:NBN:no-nb_digavis_gjengangeren_null_null_19301203_80_281_1
URN:NBN:no-nb_digavis_gjoviksbladattenattifire_null_null_19091013_49_119_1
URN:NBN:no-nb_digavis_hordalandfolkeblad_null_null_19010809_1_63_1
URN:NBN:no-nb_digavis_jarlsbergoglarviksamtstidende_null_null_19340903_101_204_1
URN:NBN:no-nb_digavis_lindesnes_null_null_20040906_116_205_1
URN:NBN:no-nb_digavis_norgeshandelsogsjoefartstidende_null_null_19730820_84_190_1
URN:NBN:no-nb_digavis_samholdvelgeren_null_null_19930306_1_55_1
URN:NBN:no-nb_digavis_tromsfolkeblad_null_null_19910730_27_172_1
